file,sample,CONVERTED-BASES,CONVERTED-READS,INPUT-BASES,INPUT-READS,MAPPED-BASES,MAPPED-READS,total,base_substitution,small_indel,large_deletion,large_insertion,large_amplification,large_substitution,mobile_element_insertion,gene_conversion,inversion,reference_bp,called_reference_bp,base_substitution.synonymous,base_substitution.nonsynonymous,base_substitution.nonsense,base_substitution.noncoding,base_substitution.pseudogene,base_substitution.intergenic
T1_CG10.bre.gd,T1_CG10,241670966,1787741,241689624,1787914,240878287,1781364,4,2,2,0,0,0,0,0,0,0,3773875,3708157,0,1,0,0,0,1
T1_CG11.bre.gd,T1_CG11,291230914,2161067,291254182,2161280,290348564,2153973,7,3,4,0,0,0,0,0,0,0,3773875,3709578,0,2,0,0,0,1
T1_CG12.bre.gd,T1_CG12,178104199,1312467,178116501,1312580,177636693,1308794,4,1,3,0,0,0,0,0,0,0,3773875,3703241,0,0,0,0,0,1
T1_CG13.bre.gd,T1_CG13,195193497,1461490,195214509,1461686,194680729,1457442,5,1,4,0,0,0,0,0,0,0,3773875,3707110,0,0,0,0,0,1
T1_CG14.bre.gd,T1_CG14,265832823,1979824,265852294,1980012,264817175,1971703,4,1,3,0,0,0,0,0,0,0,3773875,3709190,0,0,0,0,0,1
T1_CG15.bre.gd,T1_CG15,261484625,1944461,261503440,1944644,260698087,1938247,4,1,3,0,0,0,0,0,0,0,3773875,3708027,0,0,0,0,0,1
T1_CG16.bre.gd,T1_CG16,223729363,1669748,223744930,1669896,223230940,1665889,6,1,5,0,0,0,0,0,0,0,3773875,3708388,0,0,0,0,0,1
T1_CG17.bre.gd,T1_CG17,192152068,1438293,192165758,1438424,191544019,1433416,4,2,2,0,0,0,0,0,0,0,3773875,3705764,1,0,0,0,0,1
T1_CG18.bre.gd,T1_CG18,241329338,1799059,241348265,1799226,240723042,1794370,5,2,3,0,0,0,0,0,0,0,3773875,3708786,0,0,0,0,0,2
T1_CG19.bre.gd,T1_CG19,289757724,2164470,289778987,2164666,288886430,2157614,4,1,3,0,0,0,0,0,0,0,3773875,3708905,0,0,0,0,0,1
T1_CG1.bre.gd,T1_CG1,196084216,1467563,196106486,1467774,195583944,1463603,3,1,2,0,0,0,0,0,0,0,3773875,3706940,0,0,0,0,0,1
T1_CG20.bre.gd,T1_CG20,163110965,1207298,163124122,1207418,162799608,1204918,3,1,2,0,0,0,0,0,0,0,3773875,3704738,0,0,0,0,0,1
T1_CG21.bre.gd,T1_CG21,139980520,1051409,139991327,1051512,139638620,1048704,3,1,2,0,0,0,0,0,0,0,3773875,3703282,0,0,0,0,0,1
T1_CG22.bre.gd,T1_CG22,284378779,2109735,284408256,2110010,283415121,2102097,3,1,2,0,0,0,0,0,0,0,3773875,3709239,0,0,0,0,0,1
T1_CG23.bre.gd,T1_CG23,203838228,1528993,203857830,1529180,203427299,1525810,5,3,2,0,0,0,0,0,0,0,3773875,3707413,0,2,0,0,0,1
T1_CG24.bre.gd,T1_CG24,218937315,1640185,218955203,1640352,218225165,1634542,4,2,2,0,0,0,0,0,0,0,3773875,3706651,0,1,0,0,0,1
T1_CG25.bre.gd,T1_CG25,222719545,1652836,222736549,1652996,222119705,1648182,4,2,2,0,0,0,0,0,0,0,3773875,3706892,0,0,1,0,0,1
T1_CG26.bre.gd,T1_CG26,207359081,1522127,207371631,1522252,206863113,1518312,3,1,2,0,0,0,0,0,0,0,3773875,3706958,0,0,0,0,0,1
T1_CG27.bre.gd,T1_CG27,229200187,1709985,229214793,1710114,228472412,1704305,3,1,2,0,0,0,0,0,0,0,3773875,3707102,0,0,0,0,0,1
T1_CG28.bre.gd,T1_CG28,240420223,1788396,240440673,1788582,239704083,1782712,3,1,2,0,0,0,0,0,0,0,3773875,3707077,0,0,0,0,0,1
T1_CG29.bre.gd,T1_CG29,240639189,1791793,240657421,1791964,239742480,1784674,3,1,2,0,0,0,0,0,0,0,3773875,3707740,0,0,0,0,0,1
T1_CG2.bre.gd,T1_CG2,197021355,1454019,197036867,1454162,196542250,1450337,5,3,2,0,0,0,0,0,0,0,3773875,3707473,1,1,0,0,0,1
T1_CG30.bre.gd,T1_CG30,226260205,1673653,226271480,1673762,225584583,1668358,3,1,2,0,0,0,0,0,0,0,3773875,3705827,0,0,0,0,0,1
T1_CG31.bre.gd,T1_CG31,232652259,1722979,232671250,1723150,232070837,1718364,5,2,3,0,0,0,0,0,0,0,3773875,3707813,0,1,0,0,0,1
T1_CG32.bre.gd,T1_CG32,276186120,2037813,276209233,2038030,275437596,2031952,3,1,2,0,0,0,0,0,0,0,3773875,3709601,0,0,0,0,0,1
T1_CG33.bre.gd,T1_CG33,279714391,2083826,279732970,2084004,278767795,2076311,4,2,2,0,0,0,0,0,0,0,3773875,3709002,1,0,0,0,0,1
T1_CG34.bre.gd,T1_CG34,186759727,1397671,186769522,1397766,186151975,1392867,4,1,3,0,0,0,0,0,0,0,3773875,3692563,0,0,0,0,0,1
T1_CG35.bre.gd,T1_CG35,290045773,2158078,290074446,2158350,288956202,2149130,3,1,2,0,0,0,0,0,0,0,3773875,3709416,0,0,0,0,0,1
T1_CG36.bre.gd,T1_CG36,211666272,1576845,211682225,1576996,211168791,1572960,5,3,2,0,0,0,0,0,0,0,3773875,3708026,2,0,0,0,0,1
T1_CG37.bre.gd,T1_CG37,247561832,1842619,247582840,1842816,246938578,1837701,4,2,2,0,0,0,0,0,0,0,3773875,3709107,1,0,0,0,0,1
T1_CG38.bre.gd,T1_CG38,240509900,1793481,240524354,1793616,239742281,1787379,4,2,2,0,0,0,0,0,0,0,3773875,3708764,0,1,0,0,0,1
T1_CG39.bre.gd,T1_CG39,146585374,1111331,146600043,1111464,146318457,1109384,3,1,2,0,0,0,0,0,0,0,3773875,3700351,0,0,0,0,0,1
T1_CG3.bre.gd,T1_CG3,178390750,1324346,178406763,1324506,177913651,1320552,4,2,2,0,0,0,0,0,0,0,3773875,3705701,0,0,0,0,0,2
T1_CG40.bre.gd,T1_CG40,245725914,1846716,245749549,1846940,245036990,1841211,4,2,2,0,0,0,0,0,0,0,3773875,3708897,0,1,0,0,0,1
T1_CG42.bre.gd,T1_CG42,293181635,2201297,293207543,2201542,292225002,2193580,4,1,3,0,0,0,0,0,0,0,3773875,3709659,0,0,0,0,0,1
T1_CG43.bre.gd,T1_CG43,307201932,2285780,307222308,2285968,306306628,2278802,3,1,2,0,0,0,0,0,0,0,3773875,3709988,0,0,0,0,0,1
T1_CG44.bre.gd,T1_CG44,204406611,1531055,204423382,1531210,203813462,1526476,5,3,2,0,0,0,0,0,0,0,3773875,3704725,0,2,0,0,0,1
T1_CG45.bre.gd,T1_CG45,213341514,1594696,213354509,1594818,212743265,1590056,3,1,2,0,0,0,0,0,0,0,3773875,3706145,0,0,0,0,0,1
T1_CG46.bre.gd,T1_CG46,273391171,2035480,273409187,2035646,272597685,2029223,4,1,3,0,0,0,0,0,0,0,3773875,3709308,0,0,0,0,0,1
T1_CG47.bre.gd,T1_CG47,286573288,2126925,286594068,2127116,285840928,2121211,4,1,3,0,0,0,0,0,0,0,3773875,3709065,0,0,0,0,0,1
T1_CG48.bre.gd,T1_CG48,266172208,1962095,266191533,1962276,265360347,1955680,4,1,3,0,0,0,0,0,0,0,3773875,3709019,0,0,0,0,0,1
T1_CG4.bre.gd,T1_CG4,202859081,1498720,202873602,1498856,202325460,1494639,4,2,2,0,0,0,0,0,0,0,3773875,3705524,1,0,0,0,0,1
T1_CG5.bre.gd,T1_CG5,226562900,1703251,226585489,1703466,225633356,1695744,7,5,2,0,0,0,0,0,0,0,3773875,3707608,2,2,0,0,0,1
T1_CG6.bre.gd,T1_CG6,199920363,1471947,199934289,1472068,199361894,1467582,4,1,3,0,0,0,0,0,0,0,3773875,3706132,0,0,0,0,0,1
T1_CG7.bre.gd,T1_CG7,221280251,1641908,221296567,1642054,220793659,1638127,3,1,2,0,0,0,0,0,0,0,3773875,3708242,0,0,0,0,0,1
T1_CG8.bre.gd,T1_CG8,215013110,1591006,215029134,1591152,214317808,1585537,4,2,2,0,0,0,0,0,0,0,3773875,3704005,1,0,0,0,0,1
T1_CG9.bre.gd,T1_CG9,317106451,2363765,317130108,2363978,315970634,2354762,5,2,3,0,0,0,0,0,0,0,3773875,3709912,0,1,0,0,0,1
T1_LE11.bre.gd,T1_LE11,230989591,1724910,231003284,1725036,230383644,1720232,8,6,2,0,0,0,0,0,0,0,3773875,3707902,1,2,0,0,0,3
T1_LE12.bre.gd,T1_LE12,203453226,1514922,203465401,1515040,202803318,1509569,8,6,2,0,0,0,0,0,0,0,3773875,3706172,1,2,0,0,0,3
T1_LE13.bre.gd,T1_LE13,252831088,1888582,252847331,1888730,252036028,1882140,7,3,4,0,0,0,0,0,0,0,3773875,3708759,0,0,1,0,0,2
T1_LE14.bre.gd,T1_LE14,251150209,1867005,251166857,1867160,250459837,1861652,10,6,4,0,0,0,0,0,0,0,3773875,3708250,1,2,2,0,0,1
T1_LE15.bre.gd,T1_LE15,278089550,2066708,278106631,2066874,277476647,2061927,11,3,8,0,0,0,0,0,0,0,3773875,3709583,1,0,0,0,0,2
T1_LE16.bre.gd,T1_LE16,218699298,1628491,218714035,1628630,218136599,1624082,10,3,7,0,0,0,0,0,0,0,3773875,3708314,1,0,0,0,0,2
T1_LE17.bre.gd,T1_LE17,126710797,960763,126725898,960898,126339366,957865,11,8,3,0,0,0,0,0,0,0,3773875,3694323,0,5,1,0,0,2
T1_LE18.bre.gd,T1_LE18,167860457,1259568,167874754,1259700,167315219,1255162,8,4,4,0,0,0,0,0,0,0,3773875,3703682,0,3,0,0,0,1
T1_LE19.bre.gd,T1_LE19,243823013,1815120,243836558,1815248,243010053,1808564,9,6,3,0,0,0,0,0,0,0,3773875,3708332,1,3,0,0,0,2
T1_LE1.bre.gd,T1_LE1,254922303,1901680,254941701,1901856,254258922,1896536,6,2,4,0,0,0,0,0,0,0,3773875,3708613,0,0,0,0,0,2
T1_LE20.bre.gd,T1_LE20,204420558,1512477,204433711,1512592,203597890,1505678,8,6,2,0,0,0,0,0,0,0,3773875,3706809,1,3,0,0,0,2
T1_LE21.bre.gd,T1_LE21,232615761,1711413,232629930,1711544,231376711,1701034,4,1,3,0,0,0,0,0,0,0,3773875,3708067,0,0,0,0,0,1
T1_LE22.bre.gd,T1_LE22,280376807,2083577,280395920,2083754,279532307,2076936,4,1,3,0,0,0,0,0,0,0,3773875,3709411,0,0,0,0,0,1
T1_LE23.bre.gd,T1_LE23,215714482,1598623,215730049,1598768,214939863,1592369,7,5,2,0,0,0,0,0,0,0,3773875,3707851,1,2,0,0,0,2
T1_LE24.bre.gd,T1_LE24,128790320,973878,128800835,973976,128570533,972223,7,3,4,0,0,0,0,0,0,0,3773875,3696015,1,0,0,0,0,2
T1_LE25.bre.gd,T1_LE25,276960773,2050370,276983633,2050582,276151839,2043978,7,4,3,0,0,0,0,0,0,0,3773875,3709384,0,3,0,0,0,1
T1_LE26.bre.gd,T1_LE26,288330327,2121102,288348024,2121268,287632711,2115696,9,3,5,1,0,0,0,0,0,0,3773875,3709751,0,1,0,0,0,2
T1_LE27.bre.gd,T1_LE27,238625150,1766386,238641689,1766540,238025397,1761637,6,3,3,0,0,0,0,0,0,0,3773875,3709197,0,0,1,0,0,2
T1_LE28.bre.gd,T1_LE28,179746907,1310564,179759062,1310672,179270120,1306714,7,3,4,0,0,0,0,0,0,0,3773875,3706696,0,0,1,0,0,2
T1_LE29.bre.gd,T1_LE29,226869030,1679467,226883974,1679606,226206077,1674255,9,5,4,0,0,0,0,0,0,0,3773875,3707530,0,3,0,0,0,2
T1_LE2.bre.gd,T1_LE2,296505327,2194684,296523477,2194860,295585325,2187411,9,3,6,0,0,0,0,0,0,0,3773875,3709785,1,1,0,0,0,1
T1_LE30.bre.gd,T1_LE30,291726713,2162392,291749292,2162602,290917668,2156044,8,3,5,0,0,0,0,0,0,0,3773875,3709863,0,2,0,0,0,1
T1_LE31.bre.gd,T1_LE31,190193432,1416263,190204942,1416374,189615793,1411687,13,10,3,0,0,0,0,0,0,0,3773875,3701766,1,8,0,0,0,1
T1_LE32.bre.gd,T1_LE32,219963119,1624290,219980502,1624440,219209314,1618168,14,10,4,0,0,0,0,0,0,0,3773875,3708528,1,8,0,0,0,1
T1_LE33.bre.gd,T1_LE33,168969797,1272879,168985097,1273022,168451150,1268703,7,4,3,0,0,0,0,0,0,0,3773875,3704481,0,3,0,0,0,1
T1_LE34.bre.gd,T1_LE34,144520226,1053559,144530064,1053648,144198171,1050982,7,4,3,0,0,0,0,0,0,0,3773875,3703359,0,3,0,0,0,1
T1_LE35.bre.gd,T1_LE35,200825976,1492234,200841810,1492380,200362598,1488613,7,3,4,0,0,0,0,0,0,0,3773875,3706800,0,2,0,0,0,1
T1_LE36.bre.gd,T1_LE36,220228755,1647456,220245791,1647612,219525355,1641751,7,4,3,0,0,0,0,0,0,0,3773875,3707192,0,2,0,0,0,2
T1_LE37.bre.gd,T1_LE37,207395621,1530602,207409130,1530724,206812491,1525995,11,5,6,0,0,0,0,0,0,0,3773875,3707478,1,2,0,0,0,2
T1_LE38.bre.gd,T1_LE38,191222846,1424455,191240913,1424624,190627201,1419743,9,5,4,0,0,0,0,0,0,0,3773875,3707188,1,2,0,0,0,2
T1_LE39.bre.gd,T1_LE39,242707867,1791036,242726427,1791206,242002355,1785408,9,5,4,0,0,0,0,0,0,0,3773875,3708447,0,3,0,0,0,2
T1_LE3.bre.gd,T1_LE3,264357055,1953389,264373811,1953548,263657556,1947844,8,4,4,0,0,0,0,0,0,0,3773875,3709210,1,2,0,0,0,1
T1_LE40.bre.gd,T1_LE40,242357959,1797728,242371604,1797850,241631195,1791964,14,7,7,0,0,0,0,0,0,0,3773875,3707822,3,2,0,0,0,2
T1_LE41.bre.gd,T1_LE41,158813316,1166496,158823586,1166590,158473904,1163814,10,6,4,0,0,0,0,0,0,0,3773875,3704671,0,3,0,0,0,3
T1_LE42.bre.gd,T1_LE42,153625160,1131940,153635210,1132036,153216482,1128685,9,6,3,0,0,0,0,0,0,0,3773875,3704023,0,3,0,0,0,3
T1_LE43.bre.gd,T1_LE43,114993073,852266,114999151,852318,114552186,848832,10,5,5,0,0,0,0,0,0,0,3773875,3687529,1,3,0,0,0,1
T1_LE44.bre.gd,T1_LE44,187816294,1386192,187826439,1386288,187333703,1382367,12,7,5,0,0,0,0,0,0,0,3773875,3706005,0,5,0,0,0,2
T1_LE45.bre.gd,T1_LE45,181743369,1348091,181756541,1348214,181269374,1344253,7,5,2,0,0,0,0,0,0,0,3773875,3706430,1,3,0,0,0,1
T1_LE46.bre.gd,T1_LE46,162988112,1214458,163002059,1214588,162594130,1211339,9,5,4,0,0,0,0,0,0,0,3773875,3705264,1,3,0,0,0,1
T1_LE47.bre.gd,T1_LE47,219355620,1638578,219371387,1638722,218655352,1632873,14,9,5,0,0,0,0,0,0,0,3773875,3707674,1,7,0,0,0,1
T1_LE48.bre.gd,T1_LE48,241022892,1782758,241038298,1782896,240360097,1777425,11,6,5,0,0,0,0,0,0,0,3773875,3708552,1,3,1,0,0,1
T1_LE49.bre.gd,T1_LE49,286455957,2125848,286474352,2126026,285555521,2118727,11,7,3,1,0,0,0,0,0,0,3773875,3709796,3,3,0,0,0,1
T1_LE4.bre.gd,T1_LE4,251029772,1858190,251046381,1858344,250216093,1851785,7,3,4,0,0,0,0,0,0,0,3773875,3708954,1,1,0,0,0,1
T1_LE50.bre.gd,T1_LE50,284468512,2116708,284488010,2116892,283535147,2109305,11,7,3,1,0,0,0,0,0,0,3773875,3709087,3,3,0,0,0,1
T1_LE51.bre.gd,T1_LE51,212580515,1574564,212597094,1574714,212010153,1570170,7,3,4,0,0,0,0,0,0,0,3773875,3704021,1,1,0,0,0,1
T1_LE53.bre.gd,T1_LE53,302766194,2254881,302790987,2255108,301733454,2246680,10,6,4,0,0,0,0,0,0,0,3773875,3709648,3,2,0,0,0,1
T1_LE54.bre.gd,T1_LE54,195815485,1470348,195828586,1470472,195265387,1466134,10,7,3,0,0,0,0,0,0,0,3773875,3704583,3,3,0,0,0,1
T1_LE55.bre.gd,T1_LE55,261949195,1950410,261964436,1950556,261390364,1946091,11,7,4,0,0,0,0,0,0,0,3773875,3709065,1,5,0,0,0,1
T1_LE56.bre.gd,T1_LE56,278733229,2067097,278747108,2067226,277929546,2060891,13,7,6,0,0,0,0,0,0,0,3773875,3708966,2,4,0,0,0,1
T1_LE57.bre.gd,T1_LE57,241817194,1803466,241836356,1803646,241037876,1797250,11,5,6,0,0,0,0,0,0,0,3773875,3709036,0,1,0,0,0,4
T1_LE58.bre.gd,T1_LE58,219489441,1639467,219504860,1639606,218861406,1634628,14,6,8,0,0,0,0,0,0,0,3773875,3706358,0,1,0,0,0,5
T1_LE59.bre.gd,T1_LE59,180209136,1340981,180224147,1341122,179629489,1336348,13,8,5,0,0,0,0,0,0,0,3773875,3705257,1,2,0,0,0,5
T1_LE5.bre.gd,T1_LE5,189397703,1383760,189410800,1383878,188912385,1379910,12,5,6,1,0,0,0,0,0,0,3773875,3704370,1,3,0,0,0,1
T1_LE60.bre.gd,T1_LE60,248076087,1852884,248099113,1853100,247398505,1847574,13,7,6,0,0,0,0,0,0,0,3773875,3707579,0,2,0,0,0,5
T1_LE61.bre.gd,T1_LE61,308151880,2290881,308173821,2291092,307121605,2282815,7,5,2,0,0,0,0,0,0,0,3773875,3709910,0,4,0,0,0,1
T1_LE62.bre.gd,T1_LE62,220676513,1636533,220691379,1636670,220044149,1631650,7,5,2,0,0,0,0,0,0,0,3773875,3705415,0,4,0,0,0,1
